formula_id,paragraph_id,section,flattened_omml_text,recognized_variables,preceding_paragraph_preview,following_paragraph_preview,omml_element,omml_xml_bytes,omml_xml_sha256,parse_status
M071,P143,2.2.11 S108：主要弱平移方向识别,"{uw,k,−uw,k}",k;uw,"uw,k=u3,k, ∥uw,k∥2=1.","jmax,k=argmaxj∈{1,2,3}uw,kj,",oMath,4752,7479dfbe6d6736988df7843bc829a055b18b6b84be3f1010b486c1d6199cbbb2,FORMULA_PARSE_PARTIAL
M072,P144,2.2.11 S108：主要弱平移方向识别,"jmax,k=argmaxj∈{1,2,3}uw,kj,",argmaxj;jmax;k;kj;uw,"特征向量的正负号不影响其表示的轴向，因此主要弱方向本质上为无向轴 {uw,k,−uw,k}。为便于存储和跨帧比较，可选择绝对值最大的分量并统一其符号：","uw,k←sign​uw,kjmax,kuw,k.",oMath,8579,cd91bf6c781430640ae17e80f9ce209256796ebe6ed2abacac1fe4187f405797,FORMULA_PARSE_PARTIAL
M073,P145,2.2.11 S108：主要弱平移方向识别,"uw,k←sign​uw,kjmax,kuw,k.",k;kjmax;kuw;sign;uw,"jmax,k=argmaxj∈{1,2,3}uw,kj,","若使用非各向同性的平移尺度矩阵 Dp,k，则应将特征方向映射回物理平移空间：",oMath,8928,e8aff8b40b871176cdaf5a15ccca93a8058fa7eee372c2b4edd171e7128db0b2,FORMULA_PARSE_PARTIAL
M074,P146,2.2.11 S108：主要弱平移方向识别,"Dp,k",Dp;k,"uw,k←sign​uw,kjmax,kuw,k.","uw,kphys=Dp,kuw,k∥Dp,kuw,k∥2.",oMath,2640,d0e03b4ab3815721c8cdfe7d4e9648021e03dc4609a441980afe21f7ec1c5f85,FORMULA_PARSE_PARTIAL
M075,P147,2.2.11 S108：主要弱平移方向识别,"uw,kphys=Dp,kuw,k∥Dp,kuw,k∥2.",Dp;k;kphys;kuw;uw,"若使用非各向同性的平移尺度矩阵 Dp,k，则应将特征方向映射回物理平移空间：","在优选实施方式 Dp,k=sp,kI3 下，归一化坐标方向与物理平移方向一致。",oMath,11180,d5755eae3c183186f0979541e70ea17703bfa80bc5b2de39db1928ba2cd3cadb,FORMULA_PARSE_PARTIAL
M076,P148,2.2.11 S108：主要弱平移方向识别,"Dp,k=sp,kI3",Dp;k;kI;sp,"uw,kphys=Dp,kuw,k∥Dp,kuw,k∥2.",2.2.12 S108：以归一化特征间隙判断方向是否稳定,oMath,5318,80649fbd694ad22bdf9a8f2b99694367b68bb6ec7c4ec5b95e1a54ec69cae882,FORMULA_PARSE_PARTIAL
M077,P150,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"λ2,k",k;λ,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"gk=λ2,k−λ3,kmaxλ1,k,εk.",oMath,2616,d15a8521a578d3cf7bb70c0307b14d3c54da97f70051752f50efbb93667e2bd3,FORMULA_PARSE_PARTIAL
M078,P150,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"λ3,k",k;λ,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"gk=λ2,k−λ3,kmaxλ1,k,εk.",oMath,2616,dc7cf40a700565bfd985814b37746608cea8522c1cc03a3dd5e8b8f982826f7b,FORMULA_PARSE_PARTIAL
M079,P151,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"gk=λ2,k−λ3,kmaxλ1,k,εk.",gk;k;kmaxλ;εk;λ,"仅提取最小特征向量并不能保证方向可靠。当 λ2,k 与 λ3,k 接近时，最小特征子空间接近二维，单个特征向量会对噪声敏感。本发明定义归一化第一特征间隙：",定义方向稳定指示量：,oMath,9627,e6959f8373b806bf388cfdc71be06678391ca6582534658d73c6e6c20f22eea0,FORMULA_PARSE_PARTIAL
M080,P153,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"sk=Igk≥τg,",Igk;sk;τg,定义方向稳定指示量：,其中 τg≥0 为最小特征间隙比例阈值，sk=1 对应输出字段 primary_direction_stable=true。该判定只回答“最小特征方向是否能够从次小方向中区分”，不与退化触发…,oMath,5540,cabb3431aa660d6d6b71ec2f88b68ea234675ad3325ff75841649170ae384082,FORMULA_PARSE_PARTIAL
M081,P154,2.2.12 S108：以归一化特征间隙判断方向是否稳定,τg≥0,τg,"sk=Igk≥τg,",在另一实施方式中，还可计算相邻帧无符号方向一致性：,oMath,2618,f7328508b3441b2066661b52782e8cacd9b112cf183ef11504f7f6867d17eff8,FORMULA_PARSE_PARTIAL
M082,P154,2.2.12 S108：以归一化特征间隙判断方向是否稳定,sk=1,sk,"sk=Igk≥τg,",在另一实施方式中，还可计算相邻帧无符号方向一致性：,oMath,2615,15b69e1cd96ab5f9fee82cb3a7cc39d573efe61778e2b784bb6df49a5ed3f176,FORMULA_PARSE_PARTIAL
M083,P156,2.2.12 S108：以归一化特征间隙判断方向是否稳定,"ck=uw,kTuw,k−1,",ck;k;kTuw;uw,在另一实施方式中，还可计算相邻帧无符号方向一致性：,并要求 ck≥τc 持续预设帧数后再输出稳定方向。该时间一致性约束为可选增强，不改变以特征间隙作为基础可辨性判定的核心方案。,oMath,6865,2a3c978853eba621a2f5518c5bb88d764750098c804fff331cd81815e809523d,FORMULA_PARSE_PARTIAL
M084,P157,2.2.12 S108：以归一化特征间隙判断方向是否稳定,ck≥τc,ck;τc,"ck=uw,kTuw,k−1,",2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,oMath,3432,609cf43872ad984ba3f1a299e8ca92129d473a04d903cf5e576234607fa42d17,FORMULA_PARSE_PARTIAL
M085,P159,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,τODI,τODI,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,"dk=IODItrans,k≥τODI.",oMath,2228,26a9be4c13004d6b54ad066b39cd07d121304d04226ba4f18319f65cdf757b87,FORMULA_PARSE_PARTIAL
M086,P160,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,"dk=IODItrans,k≥τODI.",IODItrans;dk;k;τODI,设平移退化触发阈值为 τODI，定义退化触发指示量：,定义方向可执行指示量：,oMath,5819,edba9061c3429f94cc57341f82becae256b367322fb372f54bfd01f210112747,FORMULA_PARSE_PARTIAL
M087,P162,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,ak=dk∧sk.,ak;dk;sk,定义方向可执行指示量：,其中，dk=1、sk=1 和 ak=1 分别对应输出字段 degeneracy_triggered=true、primary_direction_stable=true 和 actionab…,oMath,4880,c0a3b22c5293cdb4dcbaa1ca6b8975b8e3c8da1eb90c17f76b80443cf8a58d2e,FORMULA_PARSE_PARTIAL
M088,P163,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,dk=1,dk,ak=dk∧sk.,由此形成三种明确语义：,oMath,2615,1bd0820fefec40658de2beb1cb29655933c2396645067285aedc66c70024a770,FORMULA_PARSE_PARTIAL
M089,P163,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,sk=1,sk,ak=dk∧sk.,由此形成三种明确语义：,oMath,2615,15b69e1cd96ab5f9fee82cb3a7cc39d573efe61778e2b784bb6df49a5ed3f176,FORMULA_PARSE_PARTIAL
M090,P163,2.2.13 S109：分离退化触发、方向稳定和方向可执行状态,ak=1,ak,ak=dk∧sk.,由此形成三种明确语义：,oMath,2615,66824ef41133c641ce6b24935b9f85833ecf0ffd63646b3f50fc0f76e7d6ce3f,FORMULA_PARSE_PARTIAL
M091,P170,2.2.14 S109：退化阈值的离线标定与冻结,M,M,2.2.14 S109：退化阈值的离线标定与冻结,"τODI=QqODItrans,jcontrolj=1M,",oMath,1386,ee9a67ffb4f35616433bc2ee4c04f0c652c339c002317a3efc3ef902bac86b01,FORMULA_PARSE_PARTIAL
M092,P170,2.2.14 S109：退化阈值的离线标定与冻结,ODItrans,ODItrans,2.2.14 S109：退化阈值的离线标定与冻结,"τODI=QqODItrans,jcontrolj=1M,",oMath,2256,003cf648e4ff2df6051d545eb8f6fe5c729acfaa56fb24fe9d930d3967a7d880,FORMULA_PARSE_PARTIAL
M093,P171,2.2.14 S109：退化阈值的离线标定与冻结,"τODI=QqODItrans,jcontrolj=1M,",M;QqODItrans;jcontrolj;τODI,本发明优选使用结构丰富、无明显隧道轴向退化的开放控制数据进行阈值标定。设标定数据中共有 M 帧，计算每帧的 ODItrans，并取分位数：,其中 Qq⋅ 表示 q 分位数，优选 q=0.95。标定完成后，将阈值、状态尺度、Schur 阻尼比例、特征间隙阈值以及对应的传感器配置共同冻结。在线运行时只读取冻结参数，不利用真实轨迹、人…,oMath,7908,8c84ec39a166d1a2e1d946d5d0e6db45d48f433aaf957616bd0eaac71f1d43d7,FORMULA_PARSE_PARTIAL
M094,P172,2.2.14 S109：退化阈值的离线标定与冻结,Qq⋅,Qq,"τODI=QqODItrans,jcontrolj=1M,",在其他实施方式中，可采用中位数与中位绝对偏差、分传感器标定或分运行模式标定，但应保证标定集与正式评价或部署数据相互独立。,oMath,2849,8bcf9e0f7dfc20b17f53699d8dbe7ebc4f9d1bfe2e83ae827c894c22d8a13361,FORMULA_PARSE_PARTIAL
M095,P172,2.2.14 S109：退化阈值的离线标定与冻结,q,q,"τODI=QqODItrans,jcontrolj=1M,",在其他实施方式中，可采用中位数与中位绝对偏差、分传感器标定或分运行模式标定，但应保证标定集与正式评价或部署数据相互独立。,oMath,1386,6f17831c7590fa3af8b9b61342135da3f6ffbcc9facda0e705f1a85603360ca7,FORMULA_PARSE_PARTIAL
M096,P172,2.2.14 S109：退化阈值的离线标定与冻结,q=0.95,q,"τODI=QqODItrans,jcontrolj=1M,",在其他实施方式中，可采用中位数与中位绝对偏差、分传感器标定或分运行模式标定，但应保证标定集与正式评价或部署数据相互独立。,oMath,1804,89ac5d0dfe902ab3931fdbb86d8007aa3c8a72c50246cbc491afa2e401a143ce,FORMULA_PARSE_PARTIAL
M097,P212,2.2.16 异常处理与回退语义,mmin,mmin,优选设置以下异常处理规则。,信息矩阵包含非有限值或明显非半正定时，设置 invalid_information_matrix=true；,oMath,2227,1f0cb98879132d693b09ff2aa13b8018800c5b4c5f897d7677ce41117f9403db,FORMULA_PARSE_PARTIAL
M098,P214,2.2.16 异常处理与回退语义,"AISt,k",AISt;k,信息矩阵包含非有限值或明显非半正定时，设置 invalid_information_matrix=true；,gk<τg 时，保留退化触发结果但将方向标记为不稳定；,oMath,2642,966a3f10df00ef6f6bb2abb2051bb2586f4bebfa68d3c3fdb29fa124e02cf3c4,FORMULA_PARSE_PARTIAL
M099,P215,2.2.16 异常处理与回退语义,gk<τg,gk;τg,"AISt,k 低于绝对信息下限时，设置 globally_low_information=true，表示所有方向整体信息不足；",特征向量范数异常或分解失败时，不使用预设单位轴替代；,oMath,3433,6a7ef6cd29a3147ff10d59229903a8f949f004deed89e259be9a1f9c7d84351f,FORMULA_PARSE_PARTIAL
M100,P217,2.2.16 异常处理与回退语义,"ODItrans,k<τODI",ODItrans;k;τODI,特征向量范数异常或分解失败时，不使用预设单位轴替代；,可进一步设置进入和退出使用不同阈值的滞回机制，以减少阈值附近抖动：,oMath,3712,10ea24e5423821f962b19894a2757f0ba264d248f5f931138b8e216d46bdec64,FORMULA_PARSE_PARTIAL
M101,P219,2.2.16 异常处理与回退语义,τenter>τexit.,τenter;τexit,可进一步设置进入和退出使用不同阈值的滞回机制，以减少阈值附近抖动：,2.2.17 在线执行流程,oMath,3711,98eab30d768153c4669b4471825ca453b64883dea2bdfef7788a700bb7da071d,FORMULA_PARSE_PARTIAL
M102,P228,2.2.17 在线执行流程,ODItrans,ODItrans,对三维平移信息矩阵进行特征分解；,提取最小特征方向并计算归一化特征间隙；,oMath,2256,003cf648e4ff2df6051d545eb8f6fe5c729acfaa56fb24fe9d930d3967a7d880,FORMULA_PARSE_PARTIAL
M103,P228,2.2.17 在线执行流程,AISt,AISt,对三维平移信息矩阵进行特征分解；,提取最小特征方向并计算归一化特征间隙；,oMath,2227,58cd9d6bf40a5cadf92fda8d1e54eb801b57c7fc67b0aacbadeb5981f5082f8c,FORMULA_PARSE_PARTIAL
M104,P228,2.2.17 在线执行流程,λmin,λmin,对三维平移信息矩阵进行特征分解；,提取最小特征方向并计算归一化特征间隙；,oMath,2228,a5d62ec722bda5bc60520565dacae17531ace58c2d7fea9919e82c8b12488b18,FORMULA_PARSE_PARTIAL
M105,P233,2.2.18 计算复杂度和部署方式,mk,mk,2.2.18 计算复杂度和部署方式,本发明可作为独立诊断模块运行，也可嵌入扩展卡尔曼滤波、迭代误差状态卡尔曼滤波、因子图优化或扫描匹配系统。只要能够获得当前位姿先验、几何残差雅可比和残差权重，即可执行本发明方法，不限定特定开源…,oMath,2200,541cf2c888e25aa23decf3f7205b1d72db60e5e1cad43c0f17277080c1d18361,FORMULA_PARSE_PARTIAL
M106,P233,2.2.18 计算复杂度和部署方式,Hk,Hk,2.2.18 计算复杂度和部署方式,本发明可作为独立诊断模块运行，也可嵌入扩展卡尔曼滤波、迭代误差状态卡尔曼滤波、因子图优化或扫描匹配系统。只要能够获得当前位姿先验、几何残差雅可比和残差权重，即可执行本发明方法，不限定特定开源…,oMath,2659,cb0683c815c61ff52c8e0f4585af22ea0ef4781aa2a9af7299b884e0b699e796,FORMULA_PARSE_PARTIAL
M107,P233,2.2.18 计算复杂度和部署方式,Omk,Omk,2.2.18 计算复杂度和部署方式,本发明可作为独立诊断模块运行，也可嵌入扩展卡尔曼滤波、迭代误差状态卡尔曼滤波、因子图优化或扫描匹配系统。只要能够获得当前位姿先验、几何残差雅可比和残差权重，即可执行本发明方法，不限定特定开源…,oMath,2822,478777de749554fbb1ec74ab3ba5c2255d5f64f0ab65f70b0a43824420c8b46b,FORMULA_PARSE_PARTIAL
M108,P233,2.2.18 计算复杂度和部署方式,6×6,,2.2.18 计算复杂度和部署方式,本发明可作为独立诊断模块运行，也可嵌入扩展卡尔曼滤波、迭代误差状态卡尔曼滤波、因子图优化或扫描匹配系统。只要能够获得当前位姿先验、几何残差雅可比和残差权重，即可执行本发明方法，不限定特定开源…,oMath,1802,34a907f2d2a7ce882e6254354db65299ab003455d2ab3f4a05300963f97a8a94,FORMULA_PARSE_PARTIAL
M109,P233,2.2.18 计算复杂度和部署方式,3×3,,2.2.18 计算复杂度和部署方式,本发明可作为独立诊断模块运行，也可嵌入扩展卡尔曼滤波、迭代误差状态卡尔曼滤波、因子图优化或扫描匹配系统。只要能够获得当前位姿先验、几何残差雅可比和残差权重，即可执行本发明方法，不限定特定开源…,oMath,1802,5fc2cbbb514a9c384b6517d0788fa56fed0710d9f35916a78ec95499e524f6a6,FORMULA_PARSE_PARTIAL
M110,P241,3.1 实施例一：参数化在线检测器,sθ,sθ,说明,0.05 rad,oMath,2881,1b0abd30acffa09019cb6bbb6ab145ea5445bf92abccc798bdd9cc606b1e6361,FORMULA_PARSE_PARTIAL
M111,P244,3.1 实施例一：参数化在线检测器,sp,sp,用于六自由度状态尺度归一化,0.5 m,oMath,2880,3532073c5e70d468b88551134b18a1779b268a5c5c2e4e634efcb32508246cad,FORMULA_PARSE_PARTIAL
M112,P247,3.1 实施例一：参数化在线检测器,εr,εr,三个平移方向采用相同尺度,10−6,oMath,2881,f87f1c0b8823f1bb9dc487088dcfaabefc1580db0703737859188a70a4c22ea9,FORMULA_PARSE_PARTIAL
M113,P248,3.1 实施例一：参数化在线检测器,10−6,,相对正则比例 εr,谱指标数值稳定,oMath,3239,e2eb9adf08ba60a27457da61351fefbe53c5cdc582bcf36ef19028f47421cff8,FORMULA_PARSE_PARTIAL
M114,P250,3.1 实施例一：参数化在线检测器,ρμ,ρμ,谱指标数值稳定,10−6,oMath,2882,923418d8e73b079ba27c41f9b496be45d8317af8c8e02da1c0ae690718b86b21,FORMULA_PARSE_PARTIAL
M115,P251,3.1 实施例一：参数化在线检测器,10−6,,Schur 阻尼比例 ρμ,根据旋转块尺度自适应得到 μk,oMath,3239,e2eb9adf08ba60a27457da61351fefbe53c5cdc582bcf36ef19028f47421cff8,FORMULA_PARSE_PARTIAL
M116,P252,3.1 实施例一：参数化在线检测器,μk,μk,10−6,最小 eigengap 比例 τg,oMath,2881,957cc010fa56712d28d6ae96e28f1e574bf87f21743f38ca0b04328e3a516a8c,FORMULA_PARSE_PARTIAL
M117,P253,3.1 实施例一：参数化在线检测器,τg,τg,根据旋转块尺度自适应得到 μk,0.02,oMath,2881,8284c5afbe15edd28977331ec906fed9cde3389fa03a7fabe2e4b2a62964d680,FORMULA_PARSE_PARTIAL
M118,P254,3.1 实施例一：参数化在线检测器,0.02,,最小 eigengap 比例 τg,判断最小方向是否可辨,oMath,1525,a3bedebb01a850bdf2409c401bab338940a88dd7884f56594889eb2a08bde945,FORMULA_PARSE_PARTIAL
M119,P256,3.1 实施例一：参数化在线检测器,q,q,判断最小方向是否可辨,0.95,oMath,1522,977d1342abe35bfbc98fcf67999320981114ca1bc7e1464ddac49493c25b7e10,FORMULA_PARSE_PARTIAL
M120,P257,3.1 实施例一：参数化在线检测器,0.95,,控制场景分位数 q,标定退化触发阈值,oMath,1525,5a880e84eb192472fec6e43fedee07011de518fbc3670e6ef5da2ed3d497b59d,FORMULA_PARSE_PARTIAL
M121,P265,3.1 实施例一：参数化在线检测器,0.95,,可根据传感器和拟合质量自适应,τODI=0.035199792993590634.,oMath,1525,5a880e84eb192472fec6e43fedee07011de518fbc3670e6ef5da2ed3d497b59d,FORMULA_PARSE_PARTIAL
M122,P266,3.1 实施例一：参数化在线检测器,τODI=0.035199792993590634.,τODI,在该实施例的结构丰富控制数据上，0.95 分位数得到冻结阈值：,上述数值仅用于说明一种可实施参数组合，不构成对权利要求保护范围的限制。不同激光雷达、点云密度和局部地图参数可重新使用独立控制数据完成标定。,oMath,3970,47463a050b5cc84b2ef02e858db7706fd73279061c0f7c21ad77560de2936a55,FORMULA_PARSE_PARTIAL
M123,P269,3.2 实施例二：隧道几何退化检测,ODItrans,ODItrans,3.2 实施例二：隧道几何退化检测,当 ODItrans≥τODI 时，检测模块设置 degeneracy_triggered=true。若同时满足 gk≥τg，则输出最小特征方向作为主要弱平移方向并设置 actionable…,oMath,2936,eadf98b745f57fc0e105c77b08877c46a91636f505563c32feec76a5c6183098,FORMULA_PARSE_PARTIAL
M124,P270,3.2 实施例二：隧道几何退化检测,ODItrans≥τODI,ODItrans;τODI,在长直隧道中逐渐减少能够提供轴向约束的非平行补丁数量，同时保持共享点、法向和噪声一致。随着轴向支撑结构减少，平移 Schur 信息矩阵的最小特征值下降，信息谱集中程度提高，ODItrans …,3.3 实施例三：观测退化检测,oMath,5011,2e1dff509af45c39ddfe148398f547fcb5faccda8900f4669ea28db695d7177a,FORMULA_PARSE_PARTIAL
M125,P270,3.2 实施例二：隧道几何退化检测,gk≥τg,gk;τg,在长直隧道中逐渐减少能够提供轴向约束的非平行补丁数量，同时保持共享点、法向和噪声一致。随着轴向支撑结构减少，平移 Schur 信息矩阵的最小特征值下降，信息谱集中程度提高，ODItrans …,3.3 实施例三：观测退化检测,oMath,4928,59c79bafd6dec2d5779395e7605d082cc78f5da4f2738a86110c50f2c4427f94,FORMULA_PARSE_PARTIAL
M126,P270,3.2 实施例二：隧道几何退化检测,gk<τg,gk;τg,在长直隧道中逐渐减少能够提供轴向约束的非平行补丁数量，同时保持共享点、法向和噪声一致。随着轴向支撑结构减少，平移 Schur 信息矩阵的最小特征值下降，信息谱集中程度提高，ODItrans …,3.3 实施例三：观测退化检测,oMath,4929,4f2f61384047cff44d7f087b04e027622c596531e7057f8c3dd2b339c27983e4,FORMULA_PARSE_PARTIAL
M127,P279,3.4 实施例四：受控验证结果,ODItrans,ODItrans,观测退化扫描,0.942177,oMath,2936,eadf98b745f57fc0e105c77b08877c46a91636f505563c32feec76a5c6183098,FORMULA_PARSE_PARTIAL
M128,P279,3.4 实施例四：受控验证结果,ρ,ρ,观测退化扫描,0.942177,oMath,1523,ab9524c5a0a4e65e5343d560de6b8c82bd53975ce156eff3571e91176516f14e,FORMULA_PARSE_PARTIAL
M129,P285,3.4 实施例四：受控验证结果,τ,τ,"[0.827411, 0.929852]",0.925820,oMath,1523,9c8e7983723eaf390069d6964ae3f0618bcd91b215e6b7e4887ee232d8a4542b,FORMULA_PARSE_PARTIAL
M130,P308,3.5 实施例五：无真实值依赖的在线运行,ODItrans,ODItrans,3.5 实施例五：无真实值依赖的在线运行,四、可替代实施方式及建议保护范围,oMath,2936,eadf98b745f57fc0e105c77b08877c46a91636f505563c32feec76a5c6183098,FORMULA_PARSE_PARTIAL
M131,P320,4.5 方向可靠性的替代方式,"PW,k=UW,kUW,kT.",PW;UW;k;kT;kUW,除归一化特征间隙外，可联合使用最小特征值比例、相邻帧无符号夹角、子空间主角、方向持续时间和残差数量。对于两个或更多近似相等的弱特征值，可输出弱子空间投影矩阵而不强制输出单个方向：,该从属实施方式可保护“多弱方向”场景，但第一优选实施方式仍以最小平移信息方向和第一 eigengap 为主。,oMath,6419,5c7b974f8d5f92e022f0f48cc37cb3a9a96b82e17eab427513e7c8d6e65d6e28,FORMULA_PARSE_PARTIAL
M132,P338,4.8 建议的从属权利要求层级,ODItrans,ODItrans,4.8 建议的从属权利要求层级,4.9 本申请暂不作为核心主张的内容,oMath,2256,003cf648e4ff2df6051d545eb8f6fe5c729acfaa56fb24fe9d930d3967a7d880,FORMULA_PARSE_PARTIAL
M133,P338,4.8 建议的从属权利要求层级,AISt,AISt,4.8 建议的从属权利要求层级,4.9 本申请暂不作为核心主张的内容,oMath,2227,58cd9d6bf40a5cadf92fda8d1e54eb801b57c7fc67b0aacbadeb5981f5082f8c,FORMULA_PARSE_PARTIAL
